rank_tier,cwid,name,primary_title,primary_department,confirmed_pubs,active_pi_grants,max_pub_impact
B_50to99_pubs,"has9059","Harini Sarva","Associate Professor of Clinical Neurology","Neurology",74,0,55.0
B_50to99_pubs,"ela9082","Eleni Andreopoulou","Professor of Clinical Medicine","Medicine",74,0,75.0
B_50to99_pubs,"dfalcone","Domenick J. Falcone","Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",74,0,59.0
B_50to99_pubs,"whr9001","William H. Rodgers","Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",74,0,42.0
B_50to99_pubs,"jdg4001","Juan Garisto","Assistant Professor of Clinical Urology","Urology",73,0,38.0
B_50to99_pubs,"liq9005","Lihui Qin","Associate Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",73,0,55.0
B_50to99_pubs,"rsoave","Rosemary Soave","Associate Professor of Clinical Medicine","Medicine",73,0,61.0
B_50to99_pubs,"hic9014","Higinia Cardenes","Professor of Clinical Radiation Oncology","Radiation Oncology",73,0,55.0
B_50to99_pubs,"yux4008","Yunyu Xiao","Assistant Professor of Population Health Sciences","Population Health Sciences",72,1,65.0
B_50to99_pubs,"qiz4006","Qingyu Zhao","Assistant Professor of Artificial Intelligence in Radiology","Radiology",72,1,67.0
B_50to99_pubs,"slr4003","Samara Reck-Peterson","Chair of Biochemistry and Biophysics","Biochemistry and Biophysics",72,1,75.0
B_50to99_pubs,"emh9016","Erika Patel","Associate Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",72,0,65.0
B_50to99_pubs,"ilk2002","Ilhami Kovanlikaya","Associate Professor of Research in Radiology","Radiology",72,0,64.0
B_50to99_pubs,"yin9003","Iris Y Navarro Millan","Associate Professor of Medicine","Medicine",71,1,62.0
B_50to99_pubs,"tim9047","Timothy McClure","Assistant Professor of Radiology","Radiology",71,1,65.0
B_50to99_pubs,"jhzippin","Jonathan Zippin","Associate Professor of Dermatology","Dermatology",70,2,76.0
B_50to99_pubs,"car4012","Carolina Reduzzi","Assistant Professor of Cancer Biology Research in Medicine","Medicine",70,1,59.0
B_50to99_pubs,"nip9020","Nicole Panarelli","Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",70,0,46.0
B_50to99_pubs,"kyg9004","Kyle Godfrey","Associate Professor of Clinical Ophthalmology","Ophthalmology",70,0,40.0
B_50to99_pubs,"anb2029","Antonio Bernardo","Professor of Research in Neurological Surgery","Neurological Surgery",70,0,60.0
B_50to99_pubs,"sbk9015","Galal Elsayed","Assistant Professor of Neurological Surgery","Neurological Surgery",70,0,56.0
B_50to99_pubs,"joa9069","John Allan","Associate Professor of Clinical Medicine","Medicine",70,0,63.0
B_50to99_pubs,"rsz4001","Robert Zhang","Assistant Professor of Medicine","Medicine",70,0,60.0
B_50to99_pubs,"hey9012","He Sarina Yang","Associate Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",69,1,74.0
B_50to99_pubs,"rum9028","Rutika Mehta","Associate Professor of Medicine (Pending Appointment at Rank)","Medicine",69,1,77.0
B_50to99_pubs,"jrs9016","Jordan Stern","Associate Professor of Surgery (Vascular Surgery)","Surgery",69,0,55.0
B_50to99_pubs,"jis2007","Jian Shou","Associate Professor of Clinical Surgery","Surgery",69,0,
B_50to99_pubs,"imh2003","Iman Hajirasouliha","Associate Professor of Systems and Computational Biomedicine","Systems and Computational Biomedicine",68,1,70.0
B_50to99_pubs,"chsung","Ching-Hwa Sung","Professor of Cell Biology in Ophthalmology","Ophthalmology",68,1,63.0
B_50to99_pubs,"rsw9004","Ronald S. Winokur","Professor of Clinical Radiology","Radiology",68,0,42.0
B_50to99_pubs,"roz4002","Roberta Zappasodi","Assistant Professor of Hematology in Medicine","Medicine",67,6,75.0
B_50to99_pubs,"shk9078","Shashi N Kapadia","Associate Professor of Medicine","Medicine",67,2,67.0
B_50to99_pubs,"srm9005","Srihari Mahadev","Assistant Professor of Medicine","Medicine",67,0,65.0
B_50to99_pubs,"dar2042","David Redmond","Assistant Professor of Computational Biology Research in Medicine","Medicine",67,0,75.0
B_50to99_pubs,"kim9036","Kira Minkis","Professor of Clinical Dermatology","Dermatology",67,0,63.0
B_50to99_pubs,"acr2213","Catherine Riffin","Associate Professor of Psychology in Medicine","Medicine",66,1,62.0
B_50to99_pubs,"ceh2003","Caitlin Hoffman","Associate Professor of Neurological Surgery","Neurological Surgery",66,0,74.0
B_50to99_pubs,"ccc4002","Cristina Clement","Associate Professor of Radiation Biology Research in Radiation Oncology","Radiation Oncology",66,0,74.0
B_50to99_pubs,"ezg9002","Ezra Gabbay","Associate Professor of Clinical Medicine","Medicine",66,0,44.0
B_50to99_pubs,"ygg9005","Jonathan Canaani","Associate Professor of Medicine","Medicine",66,0,42.0
B_50to99_pubs,"dok2002","Dora Kanellopoulos - Psychiatry","Associate Professor - Clinical","Psychiatry",65,0,63.0
B_50to99_pubs,"pvn4001","Pier Vitale Nuzzo","Assistant Professor of Research in Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",65,0,69.0
B_50to99_pubs,"ank9134","Andrea Siobhan Kierans","Associate Professor of Radiology","Radiology",65,0,49.0
B_50to99_pubs,"yoz2009","Yongkang Zhang","Assistant Professor of Population Health Sciences","Population Health Sciences",64,1,67.0
B_50to99_pubs,"markskr","Kristen Marks - Infectious Diseases","Associate Professor of Medicine","Medicine",64,0,67.0
B_50to99_pubs,"iog9001","Iosif Gulkarov","Associate Professor of Clinical Cardiothoracic Surgery (Pending Appointment at Rank)","Cardiothoracic Surgery",64,0,40.0
B_50to99_pubs,"nun9005","Nupoor Narula","Assistant Professor of Medicine","Medicine",63,1,62.0
B_50to99_pubs,"nizanin","Nikica Zaninovic","Professor of Embryology in Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",63,0,65.0
B_50to99_pubs,"mdj9003","Mehraneh Dorna Jafari","Associate Professor of Surgery","Surgery",63,0,65.0
B_50to99_pubs,"sec4006","Sebastian Carrasco","Associate Professor of Veterinary Medicine in Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",63,0,70.0
B_50to99_pubs,"ale4009","Andres Leschziner","Professor of Biochemistry and Biophysics (Pending Appointment at Rank)","Biochemistry and Biophysics",62,1,75.0
B_50to99_pubs,"jlp2002","Jeffrey L Port","Professor of Clinical Cardiothoracic Surgery","Cardiothoracic Surgery",62,0,75.0
B_50to99_pubs,"srb9017","Srikanth Reddy Boddu","Associate Professor of Radiology in Clinical Neurological Surgery","Neurological Surgery",62,0,53.0
B_50to99_pubs,"kas9280","Kartik Sampath","Assistant Professor of Medicine","Medicine",62,0,65.0
B_50to99_pubs,"and2039","Annarita Di Lorenzo","Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",61,1,64.0
B_50to99_pubs,"mas4011","Matthias Stadtfeld","Associate Professor of Cell Biology in Medicine","Medicine",61,1,62.0
B_50to99_pubs,"nad2639","Nadia Dahmane","Associate Professor of Developmental Biology in Neurological Surgery","Neurological Surgery",61,1,63.0
B_50to99_pubs,"sok9028","Sonal Kumar","Assistant Professor of Medicine","Medicine",61,0,66.0
B_50to99_pubs,"jbg4001","Joshua Goldberg","Associate Professor of Cardiothoracic Surgery (Pending Appointment at Rank)","Cardiothoracic Surgery",61,0,59.0
B_50to99_pubs,"bel9026","Benjamin E Lee","Associate Professor of Clinical Cardiothoracic Surgery","Cardiothoracic Surgery",61,0,62.0
B_50to99_pubs,"lkc4002","Lawrance Chung","Instructor in Neurological Surgery","Neurological Surgery",61,0,
B_50to99_pubs,"bom2008","Bobak Mosadegh","Associate Professor of Biomedical Engineering in Radiology","Radiology",60,3,64.0
B_50to99_pubs,"ala2022","Alessio Accardi","Professor of Biochemistry and Biophysics in Anesthesiology","Anesthesiology",60,2,73.0
B_50to99_pubs,"rud4004","Ruining Deng","Instructor of Artificial Intelligence in Radiology","Radiology",60,0,65.0
B_50to99_pubs,"jak9111","James A. Kashanian","Assistant Professor of Urology","Urology",60,0,46.0
B_50to99_pubs,"app2006","Alexander Polyzos","Assistant Professor of Molecular Biology Research in Medicine","Medicine",60,0,64.0
B_50to99_pubs,"abj2006","Abhi Jaywant","Assistant Professor of Neuropsychology in Psychiatry","Psychiatry",59,1,65.0
B_50to99_pubs,"juc9107","Justin Choi","Assistant Professor of Medicine","Medicine",59,1,57.0
B_50to99_pubs,"fhs2001","Felice H Schnoll-Sussman","Professor of Clinical Medicine","Medicine",59,0,64.0
B_50to99_pubs,"ale2009","Alexander Ian Evins","Assistant Professor","Neurological Surgery",59,0,60.0
B_50to99_pubs,"wel2009","Wenjie Luo","Associate Professor of Research in Neuroscience","Brain and Mind Research",58,1,75.0
B_50to99_pubs,"hoa4005","Hossam Abdou","Instructor in Surgery","Surgery",58,0,
B_50to99_pubs,"any4004","Anna Yemelyanova","Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",58,0,46.0
B_50to99_pubs,"jdp9009","Jonathan Power","Assistant Professor of Psychiatry","Psychiatry",58,0,76.0
B_50to99_pubs,"msb2006","Michelle S. Bradbury","Professor of Radiology","Radiology",57,4,62.0
B_50to99_pubs,"sts9057","Steven Salvatore","Associate Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",57,0,74.0
B_50to99_pubs,"nib9009","Natalia Ivascu Girardi","Professor - Clinical","Anesthesiology",57,0,66.0
B_50to99_pubs,"ala9124","Alan Astrow","Professor of Clinical Medicine","Medicine",57,0,42.0
B_50to99_pubs,"swh9002","Sebron Wood Harrison","Associate Professor of Clinical Cardiothoracic Surgery","Cardiothoracic Surgery",57,0,59.0
B_50to99_pubs,"formenti","Silvia Chiara Formenti","Chair of Radiation Oncology","Radiation Oncology",56,5,60.0
B_50to99_pubs,"iss4007","Inna Sergeevna Serganova","Assistant Professor of Cancer Biology in Medicine","Medicine",56,1,75.0
B_50to99_pubs,"beh2020","Benjamin David Hopkins","Assistant Professor of Research in Systems and Computational Biomedicine","Systems and Computational Biomedicine",56,1,52.0
B_50to99_pubs,"sty4004","Stephen Yeung","Assistant Professor of Immunology in Medicine","Medicine",56,0,72.0
B_50to99_pubs,"mtl2002","Michael T. Lin","Associate Professor of Neurology","Neurology",56,0,
B_50to99_pubs,"kyk9011","Kyle Kovacs","Associate Professor of Clinical Ophthalmology","Ophthalmology",56,0,65.0
B_50to99_pubs,"sam2033","Sebastian A. Mayer","Associate Professor of Clinical Medicine","Medicine",56,0,62.0
B_50to99_pubs,"ras9199","Radhika Sundararajan","Associate Professor of Emergency Medicine","Emergency Medicine",55,4,65.0
B_50to99_pubs,"gul4001","Guinevere Q. Lee","Assistant Professor of Virology in Medicine","Medicine",55,1,65.0
B_50to99_pubs,"vuk9003","Vinay Kini","Associate Professor of Medicine","Medicine",55,1,63.0
B_50to99_pubs,"ahs9018","Ashish Saxena","Associate Professor of Clinical Medicine","Medicine",55,0,70.0
B_50to99_pubs,"zhw4007","Zhuhao Wu","Assistant Professor of Neuroscience","Brain and Mind Research",54,1,69.0
B_50to99_pubs,"eln4006","Eleonora Nicolo","Instructor of Cancer Research in Medicine","Medicine",54,0,42.0
B_50to99_pubs,"alc9001","Alexander Ja-Ho Chou","Professor of Clinical Pediatrics","Pediatrics",54,0,79.0
B_50to99_pubs,"evs2008","Evan Sholle","Lecturer in Population Health Sciences","Population Health Sciences",54,0,73.0
B_50to99_pubs,"rnp2001","Roger N Pearse","Associate Professor of Medicine","Medicine",54,0,58.0
B_50to99_pubs,"ara4013","Arfan Ahmed","Assistant Professor of Research in Population Health Sciences","Population Health Sciences",54,0,65.0
B_50to99_pubs,"abg9017","Abha Goyal","Associate Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",54,0,57.0
B_50to99_pubs,"irm2224","Irina Matei","Assistant Professor of Immunology Research in Pediatrics","Pediatrics",54,0,79.0
B_50to99_pubs,"ram9116","Rajiv S. Magge","Associate Professor of Clinical Neurology","Neurology",54,0,60.0
B_50to99_pubs,"nia9069","Niroshana Anandasabapathy","Associate Professor of Dermatology","Dermatology",53,2,63.0
B_50to99_pubs,"chg4001","Chun-Jun Guo","Associate Professor of Immunology in Medicine","Medicine",53,2,75.0
B_50to99_pubs,"bxt9001","Eric Goldwaser","Assistant Professor of Psychiatry","Psychiatry",53,2,76.0
B_50to99_pubs,"chc4050","Christopher Comstock","Professor of Radiology (Pending Appointment at Rank)","Radiology",53,1,67.0
B_50to99_pubs,"juc4013","Justin Chen","Associate Professor of Clinical Psychiatry","Psychiatry",53,0,65.0
B_50to99_pubs,"ans2046","Andrew D Schweitzer","Associate Professor of Clinical Radiology","Radiology",53,0,49.0
B_50to99_pubs,"haa2019","Hassen Al-Amin","Professor of Psychiatry","Psychiatry",53,0,58.0
B_50to99_pubs,"nem9015","Neel Mehta","Professor of Clinical Anesthesiology","Anesthesiology",53,0,58.0
B_50to99_pubs,"lap2003","Laibaik Park","Associate Professor of Research in Neuroscience","Brain and Mind Research",52,1,75.0
B_50to99_pubs,"jrs7002","Irim Salik","Assistant Professor of Clinical Anesthesiology","Anesthesiology",52,0,38.0
B_50to99_pubs,"amg4013","Aileen Gariepy","Associate Professor of Obstetrics and Gynecology","Obstetrics and Gynecology",51,2,58.0
B_50to99_pubs,"joa9070","Jonathan Avery","Professor of Clinical Psychiatry","Psychiatry",51,1,56.0
B_50to99_pubs,"lig2021","Lidia Garcia Bonilla","Assistant Professor of Research in Neuroscience","Brain and Mind Research",51,0,73.0
B_50to99_pubs,"rod9096","Robert DeSimone","Associate Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",51,0,58.0
B_50to99_pubs,"abd4001","Ali Danesh","Assistant Professor of Immunology Research in Medicine","Medicine",51,0,62.0
B_50to99_pubs,"eku9001","Joshua Fein","Assistant Professor of Medicine","Medicine",51,0,62.0
B_50to99_pubs,"euc4006","Eunji Choi","Assistant Professor of Population Health Sciences","Population Health Sciences",50,2,63.0
B_50to99_pubs,"esc4003","Iggy E-Shien Chang","Assistant Professor of Gerontology in Medicine","Medicine",50,1,62.0
B_50to99_pubs,"kab4035","Kyle Blum","Instructor in Urology","Urology",50,0,65.0
B_50to99_pubs,"jpr4003","Juan Rocca","Associate Professor of Clinical Surgery","Surgery",50,0,44.0
B_50to99_pubs,"vjk9004","Jayasree Nair","Associate Professor of Clinical Pediatrics","Pediatrics",50,0,38.0
B_50to99_pubs,"sab4028","Sadna Budhu","Assistant Professor of Research in Pharmacology","Pharmacology",50,0,75.0
C_active_PI,"kad9040","Kathryn Dupnik","Assistant Professor of Medicine","Medicine",49,2,44.0
C_active_PI,"liy9032","Lily Yan","Assistant Professor of Medicine","Medicine",49,1,62.0
D_20to49_pubs,"yrj9003","James Curtis","Assistant Professor of Speech Language Pathology in Otolaryngology","Otolaryngology Head and Neck Surgery",49,0,65.0
D_20to49_pubs,"aswistel","Alexander J Swistel","Associate Professor of Clinical Surgery","Surgery",49,0,42.0
D_20to49_pubs,"jjh7002","Jonas John Heymann","Associate Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",49,0,57.0
D_20to49_pubs,"keh9003","Keith D. Hentel","Professor of Clinical Radiology","Radiology",49,0,64.0
C_active_PI,"gal2005","Gang Lin","Professor of Research in Microbiology and Immunology","Microbiology and Immunology",48,5,63.0
D_20to49_pubs,"cestarr","Christopher E. Starr","Associate Professor of Ophthalmology","Ophthalmology",48,0,32.0
D_20to49_pubs,"rtp4002","Robert Pyo","Associate Professor of Clinical Medicine (Pending Appointment at Rank)","Medicine",48,0,35.0
D_20to49_pubs,"wkuhel","William I Kuhel","Professor of Clinical Otolaryngology","Otolaryngology Head and Neck Surgery",48,0,40.0
D_20to49_pubs,"datrost","David W Trost","Associate Professor of Clinical Radiology","Radiology",48,0,46.0
D_20to49_pubs,"dtm9002","David Majure","Assistant Professor of Medicine","Medicine",48,0,63.0
C_active_PI,"srafii","Shahin Rafii","Professor of Medicine","Medicine",47,6,73.0
C_active_PI,"amb2036","Amelia Bond","Associate Professor of Population Health Sciences","Population Health Sciences",47,3,65.0
C_active_PI,"alj4004","Ali Jalali","Assistant Professor of Population Health Sciences","Population Health Sciences",47,1,64.0
D_20to49_pubs,"srb9029","Sabrina Racine-Brzostek","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",47,0,74.0
D_20to49_pubs,"sap9151","Sanjay Patel","Associate Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",47,0,60.0
D_20to49_pubs,"mol2007","Moncef Ladjimi","Professor of Biochemistry and Biophysics","Biochemistry and Biophysics",47,0,40.0
D_20to49_pubs,"kpxu","Kangpu Xu","Professor of Embryology in Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",47,0,64.0
D_20to49_pubs,"sbs9011","Sara Strauss","Assistant Professor of Radiology","Radiology",47,0,63.0
D_20to49_pubs,"bel9057","Benjamin Liechty","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",47,0,58.0
D_20to49_pubs,"roj9068","Rohan Jotwani","Assistant Professor of Clinical Anesthesiology","Anesthesiology",47,0,62.0
D_20to49_pubs,"rdayal","Rajeev Dayal","Assistant Professor of Clinical Surgery","Surgery",47,0,12.0
D_20to49_pubs,"miz2003","Mingrui Zhao","Associate Professor of Research in Neuroscience","Brain and Mind Research",47,0,75.0
D_20to49_pubs,"gip4006","Gila Perk","Associate Professor of Clinical Medicine","Medicine",47,0,
C_active_PI,"mdu4003","Angeles Duran Molina","Assistant Professor of Research in Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",46,1,66.0
